Date,Open,High,Low,Close,Adj Close,Volume
2021-04-23,132.160004,135.119995,132.160004,134.320007,132.017746,78657500
2021-04-26,134.830002,135.059998,133.559998,134.720001,132.410873,66905100
2021-04-27,135.009995,135.410004,134.110001,134.389999,132.086517,66015800
2021-04-28,134.309998,135.020004,133.080002,133.580002,131.290405,107760100
2021-04-29,136.470001,137.070007,132.449997,133.479996,131.192123,151101000
2021-04-30,131.779999,133.559998,131.070007,131.460007,129.206757,109839500
2021-05-03,132.039993,134.070007,131.830002,132.539993,130.268204,75135100
2021-05-04,131.190002,131.490005,126.699997,127.849998,125.658615,137564700
2021-05-05,129.199997,130.449997,127.970001,128.100006,125.904343,84000900
2021-05-06,127.889999,129.750000,127.129997,129.740005,127.516212,78128300
2021-05-07,130.850006,131.259995,129.479996,130.210007,128.195541,78973300
2021-05-10,129.410004,129.539993,126.809998,126.849998,124.887535,88071200
2021-05-11,123.500000,126.269997,122.769997,125.910004,123.962082,126142800
2021-05-12,123.400002,124.639999,122.250000,122.769997,120.870644,112172300
2021-05-13,124.580002,126.150002,124.260002,124.970001,123.036613,105861300
2021-05-14,126.250000,127.889999,125.849998,127.449997,125.478233,81918000
2021-05-17,126.820000,126.930000,125.169998,126.269997,124.316505,74244600
2021-05-18,126.559998,126.989998,124.779999,124.849998,122.918457,63342900
2021-05-19,123.160004,124.919998,122.860001,124.690002,122.760956,92612000
2021-05-20,125.230003,127.720001,125.099998,127.309998,125.340416,76857100
2021-05-21,127.820000,128.000000,125.209999,125.430000,123.489510,79295400
2021-05-24,126.010002,127.940002,125.940002,127.099998,125.133659,63092900
2021-05-25,127.820000,128.320007,126.320000,126.900002,124.936752,72009500
2021-05-26,126.959999,127.389999,126.419998,126.849998,124.887535,56575900
2021-05-27,126.440002,127.639999,125.080002,125.279999,123.341820,94625600
2021-05-28,125.570000,125.800003,124.550003,124.610001,122.682175,71311100
2021-06-01,125.080002,125.349998,123.940002,124.279999,122.357277,67637100
2021-06-02,124.279999,125.239998,124.050003,125.059998,123.125206,59278900
2021-06-03,124.680000,124.849998,123.129997,123.540001,121.628738,76229200
2021-06-04,124.070000,126.160004,123.849998,125.889999,123.942383,75169300
2021-06-07,126.169998,126.320000,124.830002,125.900002,123.952232,71057600
2021-06-08,126.599998,128.460007,126.209999,126.739998,124.779221,74403800
2021-06-09,127.209999,127.750000,126.519997,127.129997,125.163193,56877900
2021-06-10,127.019997,128.190002,125.940002,126.110001,124.158981,71186400
2021-06-11,126.529999,127.440002,126.099998,127.349998,125.379791,53522400
2021-06-14,127.820000,130.539993,127.070000,130.479996,128.461365,96906500
2021-06-15,129.940002,130.600006,129.389999,129.639999,127.634377,62746300
2021-06-16,130.369995,130.889999,128.460007,130.149994,128.136459,91815000
2021-06-17,129.800003,132.550003,129.649994,131.789993,129.751099,96721700
2021-06-18,130.710007,131.509995,130.240005,130.460007,128.441681,108953300
2021-06-21,130.300003,132.410004,129.210007,132.300003,130.253235,79663300
2021-06-22,132.130005,134.080002,131.619995,133.979996,131.907211,74783600
2021-06-23,133.770004,134.320007,133.229996,133.699997,131.631561,60214200
2021-06-24,134.449997,134.639999,132.929993,133.410004,131.346054,68711000
2021-06-25,133.460007,133.889999,132.809998,133.110001,131.050720,70783700
2021-06-28,133.410004,135.250000,133.350006,134.779999,132.694839,62111300
2021-06-29,134.800003,136.490005,134.350006,136.330002,134.220871,64556100
2021-06-30,136.169998,137.410004,135.869995,136.960007,134.841125,63261400
2021-07-01,136.600006,137.330002,135.759995,137.270004,135.146332,52485800
2021-07-02,137.899994,140.000000,137.750000,139.960007,137.794708,78852600
2021-07-06,140.070007,143.149994,140.070007,142.020004,139.822845,108181800
2021-07-07,143.539993,144.889999,142.660004,144.570007,142.333389,104911600
2021-07-08,141.580002,144.059998,140.669998,143.240005,141.023956,105575500
2021-07-09,142.750000,145.649994,142.649994,145.110001,142.865021,99890800
2021-07-12,146.210007,146.320007,144.000000,144.500000,142.264435,76299700
2021-07-13,144.029999,147.460007,143.630005,145.639999,143.386826,100827100
2021-07-14,148.100006,149.570007,147.679993,149.149994,146.842484,127050800
2021-07-15,149.240005,150.000000,147.089996,148.479996,146.182877,106820300
2021-07-16,148.460007,149.759995,145.880005,146.389999,144.125198,93251400
2021-07-19,143.750000,144.070007,141.669998,142.449997,140.246201,121434600
2021-07-20,143.460007,147.100006,142.960007,146.149994,143.888947,96350000
2021-07-21,145.529999,146.130005,144.630005,145.399994,143.150558,74993500
2021-07-22,145.940002,148.199997,145.809998,146.800003,144.528885,77338200
2021-07-23,147.550003,148.720001,146.919998,148.559998,146.261642,71447400
2021-07-26,148.270004,149.830002,147.699997,148.990005,146.685028,72434100
2021-07-27,149.119995,149.210007,145.550003,146.770004,144.499344,104818600
2021-07-28,144.809998,146.970001,142.539993,144.979996,142.737045,118931200
2021-07-29,144.690002,146.550003,144.580002,145.639999,143.386826,56699500
2021-07-30,144.380005,146.330002,144.110001,145.860001,143.603439,70440600
