Date,Open,High,Low,Close,Adj Close,Volume
2021-04-23,55.270000,55.939999,55.180000,55.570000,49.517834,15337900
2021-04-26,55.470001,56.290001,55.439999,55.680000,49.615852,16083800
2021-04-27,56.009998,56.630001,55.810001,56.410000,50.266354,19278600
2021-04-28,56.910000,58.459999,56.790001,58.110001,51.781204,24729800
2021-04-29,58.919998,59.480000,58.150002,58.939999,52.520805,27318400
2021-04-30,58.330002,58.889999,57.160000,57.240002,51.005955,30518400
2021-05-03,57.980000,58.990002,57.740002,58.820000,52.413879,20509600
2021-05-04,59.000000,59.500000,58.509998,59.189999,52.743568,23522200
2021-05-05,59.770000,61.049999,59.400002,60.970001,54.329716,31526200
2021-05-06,60.860001,61.639999,60.029999,61.549999,54.846550,26836800
2021-05-07,61.070000,62.470001,60.849998,62.430000,55.630711,33610600
2021-05-10,63.240002,64.019997,62.529999,62.580002,55.764374,31956600
2021-05-11,61.630001,62.389999,60.389999,60.590000,53.991104,34563800
2021-05-12,60.009998,61.680000,59.750000,60.040001,54.280407,34426500
2021-05-13,59.000000,60.450001,58.750000,59.299999,53.611393,24268200
2021-05-14,59.930000,60.880001,59.930000,60.770000,54.940380,20735400
2021-05-17,60.540001,62.250000,60.430000,62.189999,56.224155,25282500
2021-05-18,62.000000,62.299999,60.400002,60.430000,54.632996,25170800
2021-05-19,59.099998,59.860001,58.419998,58.980000,53.322090,28889800
2021-05-20,58.950001,59.150002,58.240002,58.840000,53.195518,20692500
2021-05-21,59.419998,59.830002,58.849998,58.919998,53.267841,20792700
2021-05-24,59.080002,59.799999,58.689999,59.610001,53.891659,18400300
2021-05-25,59.500000,59.540001,58.119999,58.259998,52.671162,25616100
2021-05-26,58.250000,59.119999,57.900002,58.939999,53.285923,21698700
2021-05-27,59.230000,59.700001,58.020000,58.560001,52.942383,33556000
2021-05-28,58.730000,58.799999,58.110001,58.369999,52.770607,19246800
2021-06-01,59.450001,60.700001,59.450001,60.459999,54.660114,28474200
2021-06-02,60.750000,61.310001,60.169998,60.939999,55.094074,22978300
2021-06-03,60.549999,61.410000,60.349998,61.180000,55.311043,20272800
2021-06-04,61.459999,61.700001,60.779999,61.450001,55.555145,20427800
2021-06-07,61.330002,61.730000,61.020000,61.049999,55.193520,15477900
2021-06-08,61.500000,62.480000,60.669998,62.130001,56.169910,28953400
2021-06-09,62.669998,63.419998,62.189999,62.650002,56.640030,29133000
2021-06-10,63.610001,63.980000,62.250000,62.750000,56.730442,27488700
2021-06-11,63.009998,63.189999,62.139999,62.169998,56.206074,17631700
2021-06-14,62.299999,62.779999,61.570000,62.070000,56.115665,16997200
2021-06-15,62.480000,64.400002,62.349998,64.330002,58.158871,30717100
2021-06-16,64.320000,64.800003,63.560001,64.099998,57.950935,24803200
2021-06-17,63.860001,64.459999,61.270000,61.990002,56.043343,28491800
2021-06-18,61.000000,61.549999,60.240002,60.400002,54.605873,39590700
2021-06-21,60.930000,62.700001,60.900002,62.590000,56.585785,33145400
2021-06-22,62.849998,64.010002,62.230000,63.790001,57.670670,25140400
2021-06-23,64.050003,64.699997,63.580002,64.260002,58.095589,20701600
2021-06-24,64.150002,64.559998,63.810001,64.519997,58.330643,19568400
2021-06-25,64.610001,64.930000,64.360001,64.660004,58.457214,18438300
2021-06-28,64.559998,64.559998,62.750000,63.009998,56.965500,20570000
2021-06-29,63.209999,63.770000,62.590000,62.619999,56.612907,19579300
2021-06-30,62.700001,63.230000,62.450001,63.080002,57.028786,17875500
2021-07-01,64.330002,64.419998,62.770000,63.259998,57.191513,22530300
2021-07-02,63.009998,63.320000,62.419998,63.169998,57.110142,14555300
2021-07-06,62.750000,62.759998,60.900002,61.369999,55.482815,22110800
2021-07-07,61.180000,61.810001,59.619999,60.410000,54.614914,21671400
2021-07-08,59.450001,60.709999,59.310001,60.139999,54.370811,18935900
2021-07-09,60.700001,61.450001,60.240002,61.230000,55.356251,20086000
2021-07-12,60.419998,61.500000,60.160000,61.169998,55.302006,21809400
2021-07-13,61.000000,61.509998,60.509998,60.880001,55.039829,17147300
2021-07-14,61.169998,61.730000,59.360001,59.529999,53.819328,21573600
2021-07-15,59.169998,59.700001,58.770000,58.950001,53.294971,15851100
2021-07-16,59.180000,59.259998,57.150002,57.320000,51.821331,27049500
2021-07-19,55.639999,56.200001,54.599998,55.349998,50.040314,37969100
2021-07-20,55.500000,56.599998,55.029999,55.959999,50.591789,26756100
2021-07-21,56.860001,58.299999,56.830002,57.759998,52.219116,20908700
2021-07-22,57.730000,57.740002,56.660000,57.110001,51.631485,13493800
2021-07-23,57.290001,57.290001,56.470001,57.040001,51.568203,14088200
2021-07-26,57.160000,58.650002,57.000000,58.480000,52.870060,18387600
2021-07-27,58.009998,58.009998,57.209999,57.830002,52.282413,16861400
2021-07-28,58.000000,58.630001,57.619999,58.220001,52.634998,16855300
2021-07-29,59.000000,59.330002,58.560001,58.930000,53.276890,18607800
2021-07-30,58.880001,58.880001,57.320000,57.570000,52.047348,28652800
2021-08-02,57.549999,59.060001,57.400002,57.580002,52.056396,20873800
2021-08-03,57.570000,58.410000,56.930000,58.200001,52.616917,18208200
2021-08-04,57.189999,57.880001,56.810001,56.840000,51.387379,20868300
2021-08-05,57.130001,57.700001,56.830002,57.200001,51.712845,15180200
2021-08-06,57.660000,58.070000,57.529999,57.860001,52.309536,14888500
2021-08-09,57.130001,57.520000,56.830002,57.200001,51.712845,17828200
2021-08-10,57.419998,58.360001,57.299999,58.180000,52.598839,16340200
2021-08-11,58.189999,58.500000,57.720001,58.349998,52.752522,18278600
2021-08-12,57.400002,57.790001,56.869999,57.349998,52.633221,19225500
2021-08-13,57.029999,57.070000,56.299999,56.770000,52.100925,20063000
2021-08-16,56.020000,56.090000,55.270000,55.939999,51.339180,16959500
2021-08-17,55.500000,56.299999,55.000000,55.560001,50.990444,16243700
2021-08-18,55.419998,55.810001,54.310001,54.389999,49.916664,21890500
2021-08-19,53.470001,53.709999,52.099998,52.730000,48.393188,30923500
2021-08-20,52.270000,53.139999,52.110001,52.740002,48.402370,16918300
2021-08-23,53.950001,55.060001,53.950001,54.910000,50.393902,21632600
2021-08-24,55.290001,55.849998,55.009998,55.360001,50.806892,17915600
2021-08-25,55.240002,55.770000,54.869999,55.459999,50.898663,13270300
2021-08-26,55.200001,55.540001,54.630001,54.709999,50.210350,11842600
2021-08-27,55.400002,56.209999,55.400002,55.770000,51.183163,15822500
2021-08-30,56.240002,56.340000,55.119999,55.160000,50.623333,14086100
2021-08-31,54.930000,55.310001,54.459999,54.520000,50.035976,27104100
2021-09-01,54.490002,54.759998,53.599998,53.770000,49.347660,21644100
2021-09-02,54.290001,55.639999,54.270000,55.080002,50.549919,23293300
2021-09-03,55.119999,55.320000,54.599998,54.869999,50.357189,13840000
2021-09-07,54.669998,55.270000,54.470001,54.549999,50.063507,14354400
2021-09-08,54.790001,55.180000,54.009998,54.049999,49.604626,18756700
2021-09-09,53.619999,55.000000,53.299999,54.090000,49.641338,19110800
2021-09-10,55.189999,55.230000,53.950001,53.980000,49.540390,15123700
2021-09-13,54.650002,55.930000,54.619999,55.369999,50.816063,22052300
2021-09-14,55.689999,55.770000,54.410000,54.580002,50.091042,19940300
